# Constructed from biom file
#OTU ID	SRR9207262	SRR9207263	SRR9207264	SRR9207265	SRR9207266	SRR9207267	SRR9207268	SRR9207269	SRR9207270	SRR9207271	SRR9207272	SRR9207273	SRR9207274	SRR9207275	SRR9207276	SRR9207277	SRR9207278	SRR9207279	SRR9207280	SRR9207281	SRR9207282	SRR9207283	SRR9207284	SRR9207285	SRR9207286	SRR9207287	SRR9207288	SRR9207289	SRR9207290	SRR9207291	SRR9207292	SRR9207293	SRR9207294	SRR9207295	SRR9207296	SRR9207297	SRR9207298	SRR9207299	SRR9207300	SRR9207301	SRR9207302	SRR9207303	SRR9207304	SRR9207305	SRR9207306	SRR9207307	SRR9207308	SRR9207309
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__nan	0.0	0.0001712279900687766	0.0	0.0	0.00014268999172398049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016038355069775405	0.0009702919437230672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013127479238606203	0.0	0.0	0.0	0.011472275334608031	0.00014268999172398049	0.06258383037013784	0.0	0.0	0.0	0.000884677948688679	0.008789703490197198	0.0	0.0	0.00037099397848234925	0.0	0.0	0.0	2.8537998344796096e-05	0.0	0.00011415199337918438	0.0	0.0	0.0	0.0	0.0
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014268999172398049	0.0	0.0	5.707599668959219e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__nan	0.00014268999172398049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.707599668959219e-05	5.707599668959219e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011415199337918439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.56139950343883e-05	0.0	0.0	0.0	0.0	0.0	2.8537998344796096e-05	8.56139950343883e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014268999172398049	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__odontolyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011415199337918438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.707599668959219e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025684198510316484	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__animalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001712279900687766	0.0008561399503438829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005707599668959219	0.0	0.0	0.00025684198510316484	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__bifidum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004023857766616249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001740817899032562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020261978824805227	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__longum	0.0	0.0	0.0	0.0	0.0	0.00014268999172398049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__nan	0.0	0.012157187294883137	0.00702034759281984	0.0	0.0	0.0	0.0	0.0	0.009417539453782712	0.0	0.0	0.0	0.022773322679147286	0.012956251248537427	0.006192745640820753	0.008304557518335663	0.0	0.07625353157729517	0.0017122799006877658	0.051254245027253786	0.0004851459718615336	0.005165377700408093	0.0	0.0	0.0	5.707599668959219e-05	0.0	0.0003424559801375532	0.0	0.051282783025598584	0.001512513912274193	5.707599668959219e-05	0.001483975913929397	0.00796210153819811	0.00299648982620359	0.009959761422333837	0.005393681687166462	0.004366313746753803	0.0001712279900687766	0.04420535943608915	0.003538711794754716	0.00014268999172398049	0.002311577865928484	0.02186010673211381	0.0	0.0004851459718615336	0.08447247510059644	0.00014268999172398049
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Lawsonella;s__clevelandensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8537998344796096e-05	0.0	0.0	0.0
