# Constructed from biom file
#OTU ID	SRR9207262	SRR9207263	SRR9207264	SRR9207265	SRR9207266	SRR9207267	SRR9207268	SRR9207269	SRR9207270	SRR9207271	SRR9207272	SRR9207273	SRR9207274	SRR9207275	SRR9207276	SRR9207277	SRR9207278	SRR9207279	SRR9207280	SRR9207281	SRR9207282	SRR9207283	SRR9207284	SRR9207285	SRR9207286	SRR9207287	SRR9207288	SRR9207289	SRR9207290	SRR9207291	SRR9207292	SRR9207293	SRR9207294	SRR9207295	SRR9207296	SRR9207297	SRR9207298	SRR9207299	SRR9207300	SRR9207301	SRR9207302	SRR9207303	SRR9207304	SRR9207305	SRR9207306	SRR9207307	SRR9207308	SRR9207309
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0	0.0001712279900687766	0.0	0.0	0.00014268999172398049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016038355069775405	0.0009702919437230672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013127479238606203	0.0	0.0	0.0	0.011472275334608031	0.00014268999172398049	0.06258383037013784	0.0	0.0	0.0	0.000884677948688679	0.008932393481921179	0.0	0.0	0.00042806997517194146	0.0	0.0	0.0	2.8537998344796096e-05	0.0	0.00011415199337918438	0.0	0.0	0.0	0.0	0.0
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales	0.00014268999172398049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.707599668959219e-05	5.707599668959219e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011415199337918439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011415199337918438	0.0	8.56139950343883e-05	0.0	0.0	0.0	0.0	0.0	2.8537998344796096e-05	8.56139950343883e-05	0.0	5.707599668959219e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014268999172398049	0.0	0.0	0.00025684198510316484	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales	0.0	0.012157187294883137	0.00702034759281984	0.0	0.0	0.00014268999172398049	0.0	0.0	0.009417539453782712	0.0	0.0	0.0	0.022773322679147286	0.012956251248537427	0.006192745640820753	0.008304557518335663	0.0	0.08027738934391142	0.0017122799006877658	0.051254245027253786	0.0004851459718615336	0.005165377700408093	0.0	0.0	0.0001712279900687766	0.0009132159470334751	0.0	0.0003424559801375532	0.0	0.051282783025598584	0.001512513912274193	5.707599668959219e-05	0.001483975913929397	0.009702919437230673	0.00299648982620359	0.009959761422333837	0.005393681687166462	0.004366313746753803	0.0001712279900687766	0.04420535943608915	0.003538711794754716	0.00014268999172398049	0.002882337832824406	0.02186010673211381	0.0	0.0007419879569646985	0.08649867298307697	0.00014268999172398049
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8537998344796096e-05	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.707599668959219e-05	0.0	0.0	0.0	0.0	0.0	2.8537998344796096e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8537998344796096e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00019976598841357266	0.0	0.0	2.8537998344796096e-05	0.00019976598841357266	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales	0.0010559059387574554	0.00025684198510316484	0.0018549698924117462	0.006192745640820753	0.004309237750064211	0.008504323506749237	0.0010273679404126594	0.019348762877771753	0.007905025541508518	0.0015410519106189892	0.0008276019519990867	0.0008561399503438829	0.003938243771581861	0.003938243771581861	0.012014497303159156	0.018835078907565424	0.0003424559801375532	0.0019976598841357266	0.0009988299420678633	0.001512513912274193	0.017950400958876744	5.707599668959219e-05	0.0004851459718615336	0.00031391798179275705	0.016266659056533773	0.0336463000485146	0.0013412859222054164	0.0022830398675836878	0.00234011586427328	0.0006849119602751064	0.0006849119602751064	0.0013983619188950088	0.00042806997517194146	0.03284723609486031	0.0007705259553094946	0.03841214577209554	0.02251648069404412	0.0016266659056533774	0.0008276019519990867	0.0001712279900687766	0.0021403498758597074	0.004252161753374619	0.0031391798179275705	0.003624325789789104	0.0015695899089637852	0.0011129819354470478	0.0022545018692388917	0.00037099397848234925
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	0.4270996832282184	0.6004965611711994	0.410633258183271	0.44353757027482094	0.24434234182814418	0.2280471447732656	0.23209954053822665	0.46739533689107043	0.3288148169287406	0.49016865957021777	0.4260152392911161	0.5132844382295025	0.2601523929111612	0.11318170143546132	0.3150024257298593	0.4058674124596901	0.7384492451699438	0.36443023886304615	0.5910219457207272	0.421135241574156	0.28963214520133557	0.58782568990611	0.3126908478639308	0.12414029279986302	0.37250649239462347	0.21954282126651636	0.3728774863731058	0.4380297365942753	0.2604092348962644	0.5565480437202135	0.6099141006249822	0.8153876887075141	0.3207956393938529	0.5153677121086727	0.5669073371193745	0.6013812391198882	0.4211067035758112	0.3919979452641192	0.35655375131988243	0.665648811392369	0.3874889415256414	0.653177706115693	0.2811563596929311	0.28172711965982705	0.466339430952313	0.43597500071344997	0.32501926314888274	0.4080648383322394
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.56139950343883e-05	0.00022830398675836877	5.707599668959219e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005136839702063297	0.0	0.0	0.0	0.0	0.00014268999172398049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
